Type,Budget Amount,Fund,Department,Program,Account Type,Account,Budget Year
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Vhip,Direct Expenses,Office Supplies,2012
EXPENSE,250,Revolving Fund,PRCR - Recreation,Anderson Point,Direct Expenses,Office Supplies,2012
EXPENSE,50,Revolving Fund,PRCR - Recreation,Esl Program,Direct Expenses,Office Supplies,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,St Monica Teens,Direct Expenses,Office Supplies,2012
EXPENSE,99600,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Small Equipment,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Adventure Camps,Direct Expenses,Small Equipment,2012
EXPENSE,45000,Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Direct Expenses,Small Equipment,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Athletics,Direct Expenses,Small Equipment,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Golden Years,Direct Expenses,Small Equipment,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Small Equipment,2012
EXPENSE,4500,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Direct Expenses,Small Equipment,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Small Equipment,2012
EXPENSE,33000,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Small Equipment,2012
EXPENSE,1500,Revolving Fund,PRCR - Recreation,Tennis,Direct Expenses,Small Equipment,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Tucker Mansion,Direct Expenses,Small Equipment,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Direct Expenses,Small Equipment,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Anderson Point,Direct Expenses,Small Equipment,2012
EXPENSE,61490,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Credit Card Fees,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Capital Equipment,Recreation Equip,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Rental-Equipment,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Athletics,Direct Expenses,Rental-Equipment,2012
EXPENSE,6000,Revolving Fund,PRCR - Recreation,General Recreation,Direct Expenses,Rental-Equipment,2012
EXPENSE,32000,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Direct Expenses,Rental-Equipment,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Run For The Oaks,Direct Expenses,Rental-Equipment,2012
EXPENSE,600,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Rental-Equipment,2012
EXPENSE,150,Revolving Fund,PRCR - Recreation,Tennis,Direct Expenses,Cable Tv Services,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,General Recreation,Direct Expenses,Cleaning Supplies,2012
EXPENSE,54172,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Interfund Transfers In/Out,To 100 General Fd,2012
EXPENSE,480,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Wireless Data Comm,2012
EXPENSE,1500,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Wireless Data Comm,2012
EXPENSE,672,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Direct Expenses,Wireless Data Comm,2012
EXPENSE,4500,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Capital Equipment,Community Ctr Equip,2012
EXPENSE,20079,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,3000,Revolving Fund,PRCR - Recreation,Athletics,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Transportation Svcs,2012
EXPENSE,27065,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Miscellaneous,Purchases For Resale,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Tennis,Miscellaneous,Purchases For Resale,2012
EXPENSE,20000,Revolving Fund,PRCR - Recreation,General Recreation,Direct Expenses,Rental-Real Property,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Rental-Real Property,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Repairs-Office Equip,2012
EXPENSE,35100,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Salaries and Wages,Occasional Employment,2012
EXPENSE,50000,Revolving Fund,PRCR - Recreation,Athletics,Salaries and Wages,Occasional Employment,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Golden Years,Salaries and Wages,Occasional Employment,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Salaries and Wages,Occasional Employment,2012
EXPENSE,5500,Revolving Fund,PRCR - Recreation,Run For The Oaks,Salaries and Wages,Occasional Employment,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Tennis,Salaries and Wages,Occasional Employment,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Tucker Mansion,Salaries and Wages,Occasional Employment,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Vhip,Salaries and Wages,Occasional Employment,2012
EXPENSE,3500,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Salaries and Wages,Occasional Employment,2012
EXPENSE,7000,Revolving Fund,PRCR - Recreation,Third Party Events,Salaries and Wages,Occasional Employment,2012
EXPENSE,7000,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Rsv-Wide Area Network,2012
EXPENSE,176925,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,30000,Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,25000,Revolving Fund,PRCR - Recreation,Athletics,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,1500,Revolving Fund,PRCR - Recreation,Fletcher Award Program,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,80000,Revolving Fund,PRCR - Recreation,General Recreation,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Golden Years,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,8237,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,100000,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,56135,Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,4500,Revolving Fund,PRCR - Recreation,Run For The Oaks,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,7000,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,6500,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Tennis,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Tucker Mansion,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Vhip,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,3000,Revolving Fund,PRCR - Recreation,Anderson Point,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,1900,Revolving Fund,PRCR - Recreation,Third Party Events,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,St Monica Teens,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,236246,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,4593,Revolving Fund,PRCR - Recreation,Adventure Camps,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,45000,Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,12000,Revolving Fund,PRCR - Recreation,Athletics,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,82840,Revolving Fund,PRCR - Recreation,General Recreation,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Golden Years,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,8400,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,10875,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,165523,Revolving Fund,PRCR - Recreation,Tennis,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,13115,Revolving Fund,PRCR - Recreation,Tucker Mansion,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,6140,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,4325,Revolving Fund,PRCR - Recreation,Anderson Point,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,1114,Revolving Fund,PRCR - Recreation,St Monica Teens,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,87750,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Capital Equipment,Athletic/Exercise Equip,2012
EXPENSE,7000,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Broadband/Internet Fees,2012
EXPENSE,12850,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Athletics,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,General Recreation,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Golden Years,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Teen Programs,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,250,Revolving Fund,PRCR - Recreation,Tennis,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Vhip,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,General Recreation,Miscellaneous,"Govt Taxes, Fees & Fines",2012
EXPENSE,31700,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,16199,Revolving Fund,PRCR - Recreation,Adventure Camps,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,87033,Revolving Fund,PRCR - Recreation,Golden Years,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,5097,Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,15000,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,7804,Revolving Fund,PRCR - Recreation,Vhip,Direct Expenses,Parks & Recreation Trips,2012
EXPENSE,15750,Revolving Fund,PRCR - Recreation,Admin Svcs-Administration,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,459330,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Adventure Camps,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,10500,Revolving Fund,PRCR - Recreation,Golden Years,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,10500,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,3000,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,110000,Revolving Fund,PRCR - Recreation,Tennis,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,3500,Revolving Fund,PRCR - Recreation,Tucker Mansion,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,1028,Revolving Fund,PRCR - Recreation,Vhip,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,87000,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Anderson Point,Direct Expenses,Rsv For Shared P&R Costs,2012
EXPENSE,1434631,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,44000,Revolving Fund,PRCR - Recreation,Adventure Camps,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,20000,Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,30000,Revolving Fund,PRCR - Recreation,Athletics,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,40000,Revolving Fund,PRCR - Recreation,General Recreation,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,12000,Revolving Fund,PRCR - Recreation,Golden Years,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,18200,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,35000,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,44000,Revolving Fund,PRCR - Recreation,Youth Programs,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,100000,Revolving Fund,PRCR - Recreation,Teen Programs,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,125000,Revolving Fund,PRCR - Recreation,Tennis,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,6000,Revolving Fund,PRCR - Recreation,Tucker Mansion,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,10000,Revolving Fund,PRCR - Recreation,Vhip,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,196000,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,14000,Revolving Fund,PRCR - Recreation,Anderson Point,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,3000,Revolving Fund,PRCR - Recreation,Third Party Events,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,3500,Revolving Fund,PRCR - Recreation,Esl Program,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,14500,Revolving Fund,PRCR - Recreation,St Monica Teens,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,800,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Telephone/Comm (Hard Lines),2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Telephone/Comm (Hard Lines),2012
EXPENSE,4400,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Computer Operations & Access,2012
EXPENSE,148317,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Computer Operations & Access,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Computer Operations & Access,2012
EXPENSE,9020,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,1000,Revolving Fund,PRCR - Recreation,Adventure Camps,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,Athletics,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,1500,Revolving Fund,PRCR - Recreation,General Recreation,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,50,Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Run For The Oaks,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Tennis,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,500,Revolving Fund,PRCR - Recreation,Vhip,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,300,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,336254,Revolving Fund,PRCR - Recreation,Parks & Rec-Revolving,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,6000,Revolving Fund,PRCR - Recreation,Adventure Camps,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,55000,Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,200000,Revolving Fund,PRCR - Recreation,Athletics,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,3000,Revolving Fund,PRCR - Recreation,Fletcher Award Program,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,25000,Revolving Fund,PRCR - Recreation,General Recreation,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,2500,Revolving Fund,PRCR - Recreation,Golden Years,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,3000,Revolving Fund,PRCR - Recreation,Parks & Rec Automation,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,38836,Revolving Fund,PRCR - Recreation,Parks & Rec Marketing,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,30000,Revolving Fund,PRCR - Recreation,Parks & Rec Sports Consortium,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,1500,Revolving Fund,PRCR - Recreation,Raleigh Youth Council,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,6460,Revolving Fund,PRCR - Recreation,Run For The Oaks,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,18775,Revolving Fund,PRCR - Recreation,Youth Programs,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,37283,Revolving Fund,PRCR - Recreation,Teen Programs,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,20000,Revolving Fund,PRCR - Recreation,Tennis,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,3500,Revolving Fund,PRCR - Recreation,Tucker Mansion,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,5000,Revolving Fund,PRCR - Recreation,Vhip,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,7000,Revolving Fund,PRCR - Recreation,Aquatic Instruction Programs,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,4100,Revolving Fund,PRCR - Recreation,Anderson Point,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,2335,Revolving Fund,PRCR - Recreation,Third Party Events,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,1600,Revolving Fund,PRCR - Recreation,Esl Program,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,2000,Revolving Fund,PRCR - Recreation,St Monica Teens,Direct Expenses,Operational & Maint Supplies,2012
